callsign,frequency,band,names,nlu_names,location.city,location.country,location.full_state_name,location.state,free_search,geolocation.coordinates,geolocation.type,popularity
W216BT,91.1,FM,WFSW,[],Port Saint Joe,US,Florida,FL,"[""WFSW"",""91.1"",""W216BT"",""Port Saint Joe"",""FM""]","[-85.3030014038086,29.811899185180664]",Point,2.6
KJOE,106.1,FM,KJOE,[],Slayton,US,Minnesota,MN,"[""KJOE"",""106.1"",""KJOE"",""Slayton"",""FM""]","[-95.74749755859375,43.99530029296875]",Point,1.1
WBCR,1470,AM,WBCR,[],Alcoa,US,Tennessee,TN,"[""WBCR"",""1470"",""WBCR"",""Alcoa"",""AM""]","[-84.01589965820312,35.76789855957031]",Point,1.3
K215DT,90.9,FM,KENW-FM,"[""KENW-FM""]",San Augustin,US,New Mexico,NM,"[""KENW-FM"",""90.9"",""K215DT"",""San Augustin"",""FM""]","[-105.14600372314453,35.457801818847656]",Point,2.5
W212AT,90.3,FM,WVIA-FM,"[""WVIA-FM""]",Clarks Summit,US,Pennsylvania,PA,"[""WVIA-FM"",""90.3"",""W212AT"",""Clarks Summit"",""FM""]","[-75.70850372314453,41.48870086669922]",Point,4.8
K208AJ,89.5,FM,KUSU-FM,"[""KUSU-FM""]",Delta,US,Utah,UT,"[""KUSU-FM"",""89.5"",""K208AJ"",""Delta"",""FM""]","[-112.5770034790039,39.35219955444336]",Point,4.5
K298AF,107.5,FM,KAWZ,[],Shasta,US,California,CA,"[""KAWZ"",""107.5"",""K298AF"",""Shasta"",""FM""]","[-122.52400207519531,40.65420150756836]",Point,1.9
K217EQ,91.3,FM,KAWZ,[],Coalinga,US,California,CA,"[""KAWZ"",""91.3"",""K217EQ"",""Coalinga"",""FM""]","[-120.39900207519531,36.306400299072266]",Point,1.9
K236AH,95.1,FM,KNCW,[],Synarep,US,Washington,WA,"[""KNCW"",""95.1"",""K236AH"",""Synarep"",""FM""]","[-119.23500061035156,48.548099517822266]",Point,1.8
K276EF,103.1,FM,KAWZ,[],Muscoy,US,California,CA,"[""KAWZ"",""103.1"",""K276EF"",""Muscoy"",""FM""]","[-117.4990005493164,34.213600158691406]",Point,1.9
K223AN,92.5,FM,KVNI,[],Coeur d'Alene,US,Idaho,ID,"[""KVNI"",""92.5"",""K223AN"",""Coeur d'Alene"",""FM""]","[-116.7300033569336,47.7317008972168]",Point,0.1
KAIS,90.7,FM,Air1 Radio,"[""Air1 Radio""]",Tracy,US,California,CA,"[""Air1 Radio"",""90.7"",""KAIS"",""Tracy"",""FM""]","[-121.42500305175781,37.73970031738281]",Point,1.7
K211FN,90.1,FM,KHRI,[],Norfolk,US,Nebraska,NE,"[""KHRI"",""90.1"",""K211FN"",""Norfolk"",""FM""]","[-97.36859893798828,42.03219985961914]",Point,1.7
K209DV,89.7,FM,KBAQ,[],Scottsdale,US,Arizona,AZ,"[""KBAQ"",""89.7"",""K209DV"",""Scottsdale"",""FM""]","[-111.89900207519531,33.50920104980469]",Point,4.9
K201FO,88.1,FM,KAWZ,[],Jennings,US,Louisiana,LA,"[""KAWZ"",""88.1"",""K201FO"",""Jennings"",""FM""]","[-92.62139892578125,30.191699981689453]",Point,1.9
K216FR,91.1,FM,KEFX,[],Clinton,US,Oklahoma,OK,"[""KEFX"",""91.1"",""K216FR"",""Clinton"",""FM""]","[-98.87220001220703,35.52190017700195]",Point,1.1
K211FH,90.1,FM,KEFX,[],Shelton,US,Washington,WA,"[""KEFX"",""90.1"",""K211FH"",""Shelton"",""FM""]","[-123.08999633789062,47.200801849365234]",Point,1.1
W209CI,89.7,FM,KEFX,[],Binghamton,US,New York,NY,"[""KEFX"",""89.7"",""W209CI"",""Binghamton"",""FM""]","[-75.943603515625,42.0625]",Point,1.1
K209ED,89.7,FM,KUVO,[],Breckenridge,US,Colorado,CO,"[""KUVO"",""89.7"",""K209ED"",""Breckenridge"",""FM""]","[-106.03800201416016,39.4817008972168]",Point,4.9
K218DI,91.5,FM,WPCS,[],Woodrow,US,Texas,TX,"[""WPCS"",""91.5"",""K218DI"",""Woodrow"",""FM""]","[-101.88200378417969,33.48640060424805]",Point,4.6
KUER1,90.1,FM,KUER-FM,"[""KUER-FM""]",Alta,US,Utah,UT,"[""KUER-FM"",""90.1"",""KUER1"",""Alta"",""FM""]","[-111.63800048828125,40.58879852294922]",Point,4.9
WQMX,94.9,FM,WQMX,[],Akron,US,Ohio,OH,"[""WQMX"",""94.9"",""WQMX"",""Akron"",""FM""]","[-81.63330078125,41.082801818847656]",Point,4.5
KZNS,1280,AM,KSL Sports Zone,"[""Sports Zone""]",Salt Lake City,US,Utah,UT,"[""KSL Sports Zone"",""1280"",""KZNS"",""Salt Lake City"",""AM""]","[-111.96900177001953,40.851898193359375]",Point,2.4
WDVD,96.3,FM,96.3 WDVD,[],Detroit,US,Michigan,MI,"[""96.3 WDVD"",""96.3"",""WDVD"",""Detroit"",""FM""]","[-83.0457992553711,42.33140182495117]",Point,2.1
WTSM,97.9,FM,The Joy FM,"[""The Joy FM""]",Woodville,US,Florida,FL,"[""The Joy FM"",""97.9"",""WTSM"",""Woodville"",""FM""]","[-84.24739837646484,30.31410026550293]",Point,2.8
WDLS,900,AM,Country Western,"[""Country Western""]",Wisconsin Dells,US,Wisconsin,WI,"[""Country Western"",""900"",""WDLS"",""Wisconsin Dells"",""AM""]","[-89.77100372314453,43.627498626708984]",Point,3.6
WNWV,107.3,FM,WNWV,[],Elyria,US,Ohio,OH,"[""WNWV"",""107.3"",""WNWV"",""Elyria"",""FM""]","[-82.00440216064453,41.26940155029297]",Point,2.5
WVUB,91.1,FM,WVUB,[],Vincennes,US,Indiana,IN,"[""WVUB"",""91.1"",""WVUB"",""Vincennes"",""FM""]","[-87.52860260009766,38.67729949951172]",Point,1
,,,STAR1079.com,"[""STAR1079.com""]",Reynoldsburg,US,Ohio,OH,"[""STAR1079.com"",""Reynoldsburg""]","[-82.81210327148438,39.95479965209961]",Point,3
W222AP,92.3,FM,WESA,[],New Baltimore,US,Pennsylvania,PA,"[""WESA"",""92.3"",""W222AP"",""New Baltimore"",""FM""]","[-78.83470153808594,39.95719909667969]",Point,4.3
WQEZ,1370,AM,WQEZ,[],Fort Campbell,US,Kentucky,KY,"[""WQEZ"",""1370"",""WQEZ"",""Fort Campbell"",""AM""]","[-87.43360137939453,36.6411018371582]",Point,4.1
WLS,94.7,FM,94.7 WLS,[],Chicago,US,Illinois,IL,"[""94.7 WLS"",""94.7"",""WLS"",""Chicago"",""FM""]","[-87.65010070800781,41.849998474121094]",Point,2.4
,91.9,FM,ZJB Radio,"[""ZJB Radio""]",Suwanee,US,Georgia,GA,"[""ZJB Radio"",""91.9"",""Suwanee"",""FM""]","[-84.07129669189453,34.05149841308594]",Point,1.7
KHOV1,105.3,FM,KHOV-FM,"[""KHOV-FM""]",Constellation,US,Arizona,AZ,"[""KHOV-FM"",""105.3"",""KHOV1"",""Constellation"",""FM""]","[-112.58200073242188,34.06340026855469]",Point,2
KZSU,90.1,FM,KZSU,[],Stanford,US,California,CA,"[""KZSU"",""90.1"",""KZSU"",""Stanford"",""FM""]","[-122.1780014038086,37.41170120239258]",Point,4.3
,,,BBN Japanese,"[""BBN Japanese""]",Charlotte,US,North Carolina,NC,"[""BBN Japanese"",""Charlotte""]","[-80.84310150146484,35.22710037231445]",Point,2
KGLL,88.1,FM,WAJS,[],Gillette,US,Wyoming,WY,"[""WAJS"",""88.1"",""KGLL"",""Gillette"",""FM""]","[-105.46299743652344,44.23059844970703]",Point,2.5
KSJN,99.5,FM,YourClassical MPR,"[""YourClassical MPR""]",Minneapolis,US,Minnesota,MN,"[""YourClassical MPR"",""99.5"",""KSJN"",""Minneapolis"",""FM""]","[-93.26380157470703,44.97999954223633]",Point,4.7
WLEB-LP,93.1,FM,Truth FM WLEB,"[""Truth FM""]",Lebanon,US,Pennsylvania,PA,"[""Truth FM WLEB"",""93.1"",""WLEB-LP"",""Lebanon"",""FM""]","[-76.4094009399414,40.34749984741211]",Point,2.5
,,,First Amendment Radio,"[""First Amendment Radio""]",Houston,US,Texas,TX,"[""First Amendment Radio"",""Houston""]","[-95.36329650878906,29.7632999420166]",Point,1.5
WGH,97.3,FM,97.3 The Eagle,"[""The Eagle""]",Newport News,US,Virginia,VA,"[""97.3 The Eagle"",""97.3"",""WGH"",""Newport News"",""FM""]","[-76.41169738769531,36.96310043334961]",Point,1.1
KOOO,101.9,FM,101.9 The Keg,[],La VIsta,US,Nebraska,NE,"[""101.9 The Keg"",""101.9"",""KOOO"",""La VIsta"",""FM""]","[-96.19249725341797,41.05030059814453]",Point,4.3
WBAN,1340,AM,941 The Wave,[],Bangor,US,Maine,ME,"[""941 The Wave"",""1340"",""WBAN"",""Bangor"",""AM""]","[-68.67890167236328,44.85279846191406]",Point,1.7
,,,Yesterday USA Radio Blue,"[""Yesterday USA Radio Blue""]",Los Angeles,US,California,CA,"[""Yesterday USA Radio Blue"",""Los Angeles""]","[-118.24400329589844,34.05220031738281]",Point,1.6
,,,WNAR,[],Lansdale,US,Pennsylvania,PA,"[""WNAR"",""Lansdale""]","[-75.28379821777344,40.24150085449219]",Point,2.9
,,,"WVFI, The Voice of the Fighting Irish","[""WVFI, The Voice of the Fighting Irish""]",Saint Marys,US,Indiana,IN,"[""WVFI, The Voice of the Fighting Irish"",""Saint Marys""]","[-85.86470031738281,38.355899810791016]",Point,1.5
KRCV,98.3,FM,Recuerdo LA,"[""Recuerdo LA""]",Los Angeles,US,California,CA,"[""Recuerdo LA"",""98.3"",""KRCV"",""Los Angeles"",""FM""]","[-118.24400329589844,34.05220031738281]",Point,2.1
,,,KDRU 98.1 FM,"[""FM""]",Springfield,US,Missouri,MO,"[""KDRU 98.1 FM"",""Springfield""]","[-93.29820251464844,37.215301513671875]",Point,1.4
KSTP,1500,AM,SKOR North,"[""SKOR North""]",Saint Paul,US,Minnesota,MN,"[""SKOR North"",""1500"",""KSTP"",""Saint Paul"",""AM""]","[-93.09329986572266,44.944400787353516]",Point,4.6
KXXR,93.7,FM,93x,"[""93x""]",Minneapolis,US,Minnesota,MN,"[""93x"",""93.7"",""KXXR"",""Minneapolis"",""FM""]","[-93.26380157470703,44.97999954223633]",Point,4.8
WNGC,106.1,FM,106.1 WNGC Your Georgia Country,"[""Your Georgia Country""]",Arcade,US,Georgia,GA,"[""106.1 WNGC Your Georgia Country"",""106.1"",""WNGC"",""Arcade"",""FM""]","[-83.56159973144531,34.07789993286133]",Point,4.4
KIBZ,104.1,FM,104-1 The Blaze,"[""104-1 The Blaze""]",Crete,US,Nebraska,NE,"[""104-1 The Blaze"",""104.1"",""KIBZ"",""Crete"",""FM""]","[-96.9614028930664,40.62779998779297]",Point,3.4
